,date,title,summary
572,15 February 2011,Energy Vision Update 2011: A New Era for Gas,"This report focuses on the revolutionary transformation experienced on the natural gas markets around the world, taking into account the changes on both the demand side (gas is used on bi..."
573,30 January 2011,Accelerating the Transition towards Sustainable Investing, Financial markets have great transformational power to accelerate the transition towards more sustainable business practices and value creation. Recognizing this pivotal role of financia...
574,28 January 2011,Realizing a New Vision for Agriculture: A roadmap for stakeholders,The World Economic Forum is excited to present this roadmap to realizing a New Vision for Agriculture. This strategy urges increased investment in agriculture to boost food security and s...
575,28 January 2011,The Consumption Dilemma: Leverage Points for Accelerating Sustainable Growth,"At the 2011 Annual Meeting in Davos, the Driving Sustainable Consumption initiative will deliver its third report: \""The Consumption Dilemma: Leverage Points for Accelerating Sustainable ..."
576,27 January 2011,Capturing opportunities in energy efficiency,ICT-enabled sustainability and energy efficiency initiatives are more than just a challenge: they also represent a great opportunity. A paradigm shift to a low-carbon economy by 2050 has ...
577,27 January 2011,Scaling Up Low-Carbon Infrastructure Investments in Developing Countries, The Critical Mass Initiative was created in early 2010 to catalyse public-private collaborations to help pioneer a new wave of bankable and scalable transactions in low-carbon infrastruc...
578,24 January 2011,Water Security: The Water-Energy-Food-Climate Nexus,"Business leaders at the World Economic Forum Annual Meeting in 2008 set out a Call to Action on Water, to raise awareness and develop a better understanding of how water is linked to econ..."
579,24 January 2011,"Private Sector Development in Haiti: Opportunities for Investment, Job Creation and Growth","The World Economic Forum Annual Meeting 2010 took place days after the earthquake that struck Haiti on 12 January. During a special session in Davos, the Forum pledged to work in partners..."
580,20 January 2011,Industry Partnership Initiatives of the World Economic Forum," Engaging stakeholders to improve the state of the worldDriven by the Forum’s Strategic and Industry Partners, the initiatives of the World Economic Forum engage stakeholders from busines..."
581,20 January 2011,"Trailblazers, Shapers and Innovators"," In the aftermath of the past years’ financial and economic events, one learning point is apparent: new companies from around the world are playing an increasingly important role in shapi..."
582,20 January 2011,Outlook on the Global Agenda 2011,From Risk to Opportunity: Building a Response to the New Reality
583,18 January 2011,Consignment-Level Carbon Reporting Guidelines,The objective of this document is to provide a set of principles or guidelines to promote consistency across the logistics and transport industry in reporting carbon emissions at the cons...
584,18 January 2011,Supply Chain Decarbonization,"Significant movement is expected towards reduced supply chain carbon intensity. This will create both opportunities and risks for logistics and transport firms, with changes in supply and..."
585,18 January 2011,Sustainable Credit Report 2011,Over US$ 100 Trillion Additional Credit Needed to Support Global Growth
586,12 January 2011,Global Risks 2011 Japanese,"This report aims to enhance understanding of how a comprehensive set of global risks are evolving, how their interaction impacts a variety of stakeholders, and what trade-offs are involve..."
587,11 January 2011,Global Risks Executive Summary 2011,English Version
588,11 January 2011,Global Risks Report 2011,"The financial crisis has drained the world’s capacity for dealing with shocks. The frequency and severity of risks to global stability have amplified, while the ability of global governan..."
589,11 January 2011,Global Risks Executive Summary 2011 - Chinese,
590,11 January 2011,Global Risks Executive Summary 2011 - Arabic,
591,11 January 2011,Global Risks Executive Summary 2011 - Russian,
592,11 January 2011,Global Risks Executive Summary 2011 - Portuguese,
593,11 January 2011,Global Risks Executive Summary 2011 - Japanese,
594,11 January 2011,Global Risks Executive Summary 2011 - Italian,
595,11 January 2011,Global Risks Executive Summary 2011 - French,
596,11 January 2011,Global Risks Executive Summary 2011 - Spanish,
597,11 January 2011,Global Risks Executive Summary 2011- German,
598,10 January 2011,Exploring the Future of Cloud Computing: Riding the Next Wave of Technology-Driven Transformation,"Cloud computing is seen by many as the next wave of information technology for individuals, companies and governments. The abundant supply of information technology capabilities at a low ..."
599,7 January 2011,Annual Report 2007-2008,"In 2007-2008, we broadened our engagement with the establishment of our Community of Global Growth Companies. These fast-growing businesses, many based in emerging economies, are set to b..."
600,7 January 2011,Annual Report 2008-2009,"In light of the heightened importance of personal interaction to identify the best strategies and solutions moving forward, the Forum’s partnerships and memberships, as well as the number..."
601,6 January 2011,Global Talent Risks Report 2011,"Industries and countries worldwide will require major increases of highly educated people in their workforces to sustain economic growth, argues a new report prepared by the World Economi..."
602,6 January 2011,Convergence of Insurance and Capital Markets,"The convergence of insurance with the capital markets has been a topic of discussion for some years now, during which time there has been strong growth, but not the explosion that might h..."
603,6 January 2011,Annual Report 2009-2010,"In the past year, the World Economic Forum has once again been privileged to demonstrate that it is an organization uniquely suited to addressing the challenges of the 21st century by bot..."
604,5 January 2011,Paving the Way: Maximizing the Value of Private Finance in Infrastructure,"Given the dramatic need for investments in infrastructure at a time when many government budgets are under severe pressure, the role of private capital in financing infrastructure seems m..."
605,1 January 2011,The Future of Content: Southeast Asia,"Supported by a foundation of solid macroeconomic performance over the last decade, the media and entertainment industry in Southeast Asia (“SEA”) is well positioned for strong growth. Alt..."
606,22 December 2010,Stimulating Economies through Fostering Talent Mobility,An assessment of the landscape of the most critical talent shortages
607,8 December 2010,From Collision to Vision: Climate Change and World Trade,"In the study, the Working Group on Trade and Climate Change outlines how a clash between trade and climate change can be avoided and suggests how the World Trade organization (WTO) can ad..."
608,7 December 2010,Energy Efficiency: Accelerating the Agenda,Key drivers and barriers behind energy efficiency
609,24 November 2010,YGL Community 2010,
610,23 November 2010,Annual Report 2010 (Japanese),
611,18 November 2010,World Economic Forum USA Annual Report 2009-2010,
612,15 November 2010,Global Agenda Council Reports 2010,The Global Agenda Council Reports 2010 is a distillation of the tremendously relevant Council discussions that took place during the 2009-2010 term.
613,12 November 2010,Technology Pioneers 2011 - Empowering People and Transforming Society,Empowering People and Transforming Society
614,5 November 2010,Accelerating Smart Grid Investments,"Smart grid technology will bring together the advancements in the IT and Telecommunications sector – embedded sensing, computing and ubiquitous communications – to deliver a safer, more e..."
615,4 November 2010,The Financial Development Report 2010,The United States and the United Kingdom managed to take the top spots despite  stagnant or weakening scores in the World Economic Forum’s third annual  Financial Development Report relea...
616,1 November 2010,The Corporate Gender Gap 2010,Leading companies fail to capitalize on the talents of women in the workforce.
617,1 November 2010,The Lisbon Review 2010,Sweden remains the most competitive economy as measured by the EU\'s Lisbon criteria
618,26 October 2010,Middle East and North Africa @ Risk 2010,Middle East and North Africa @ Risk 2010
619,25 October 2010,The Arab World Competitiveness Review 2010,The Arab World Competitiveness Review 2010 finds that the global economic crisis has further widened the competitiveness gap between the countries of the Gulf Cooperation Council (GCC) an...
620,25 October 2010,Étude de la compétitivité du monde arabe 2010,
621,24 October 2010,Realizing the Potential of Public-Private Partnership Projects in Water,"The World Economic Forum’s Water Initiative first began in 2003, thanks to a farsighted collaboration with Alcan and the Swiss Agency for Development and Cooperation. The focus was on cre..."
622,24 October 2010,"Managing our Future Water Needs for Agriculture, Industry, Human Health and the Environment","Significant business disruptions due to water scarcity – across all sectors and geographies, and with all the associated technical, economic, political, environmental and social implicati..."
623,24 October 2010,Thirsty Energy: Water and Energy in the 21st Century,How best to optimize the use of water and energy
624,24 October 2010,The Financial Development Report 2009,US slides in global rankings
625,23 October 2010,The Middle East and North Africa at Risk 2010,The Middle East and North Africa at Risk 2010
626,21 October 2010,The Global Information Technology Report 2009-2010,The Global Information Technology Report 2009–2010 is a special project within the framework of the Global Competitiveness Network and the Industry Partnership Program for Information Tec...
627,21 October 2010,The Global Competitiveness Report 2010-2011,Switzerland comes out top of the rankings
628,20 October 2010,MENA Roundtable on Entrepreneurship Education,"On 24 October 2010, on occasion of the World Economic Forum on the Middle East and North Africa (MENA) in Marrakech, Morocco, the Steering Board of the World Economic Forum’s Global Educa..."
629,15 October 2010,Annual Report 2009-2010 (Japanese),
630,12 October 2010,The Global Gender Gap Report 2010,Nordic countries show the greatest equality between men and women.
631,20 September 2010,Annual Meeting of the New Champions 2010: Driving Growth through Sustainability,The World Economic Forum’s fourth Annual Meeting of the New Champions returned to Tianjin in 2010.
632,15 September 2010,Annual Meeting of the New Champions 2010: Energy Industry Partnership Programme Session Summaries,Driving Growth Through Sustainability was a key theme of the Annual Meeting of the New Champions in Tianjin
633,15 July 2010,Accelerating Successful Smart Grid Pilots,"The Smart Grid project is driven by the Energy and ICT Industry Partner Communities and supported by theresources Partner, Accenture. In 2009, the Forum began researching the opportunitie..."
634,7 July 2010,Stakeholder Perceptions and Suggestions,"The World Economic Forum’s Responsible Mineral  Development Initiative (RMDI) was launched to explore the views, priorities and concerns of key stakeholders on mineral development, and to..."
635,15 June 2010,Everybody’s Business: Strengthening International Cooperation in a More Interdependent World,"Particularly in the wake of the global economic crisis, we need to rethink our values, redesign our systems, and rebuild our
institutions to make them more proactive and strategic, more i..."
636,15 June 2010,Everybody’s Business: Strengthening International Cooperation in a More Interdependent World,"Particularly in the wake of the global economic crisis, we need to rethink our values, redesign our systems, and rebuild our
institutions to make them more proactive and strategic, more i..."
637,6 June 2010,World Economic Forum on East Asia 2010,"“Rethinking Asia’s Leadership Agenda” was the theme of the 2010 World Economic Forum on East Asia, which was the first regional meeting of the Forum ever to be held in Vietnam."
638,3 June 2010,Enabling Trade in the Greater ASEAN Region,"This report draws on the results of the Enabling Trade Index 2010 to analyse in detail the performance of seven ASEAN member countries. The Index ranks 125 economies worldwide, based on t..."
639,1 June 2010,Global Agenda Council on Geopolitical Risk 2012-2014,"The world is increasingly interconnected yet borders still matter in a globalized world. Geopolitics has become increasingly important, not just because of shifting power dynamics, but al..."
640,1 June 2010,Global Agenda Council on the Role of Civil Society 2012-2014,"A duality currently defines civil society. On the one hand, civil society is more vibrant and dynamic than ever, with social movements emerging in different parts of the world, and in spo..."
641,1 June 2010,Global Agenda Council on the Intellectual Property System 2012-2014,"Science, technology, knowledge and creativity are critical to human progress. For the past 200 years, the global Intellectual Property (IP) system has worked to incentivize creativity, en..."
642,1 June 2010,Global Agenda Council on Pakistan 2012-2014,"Pakistan is the world’s sixth most populous nation and, given the young demographic (the median age is 22), it should be well positioned for robust economic growth provided critical steps..."
643,1 June 2010,Global Agenda Council on the Role of the Arts in Society 2012-2014,"The arts continue to gain recognition as a vital part of society. In education, the arts develop the creativity and alternative thinking skills required to interpret the world and more fu..."
644,1 June 2010,Global Agenda Council on Population Growth 2012-2014,"The world’s population surpassed 7 billion in 2011 and is expected to reach 9.3 billion by 2050. Rapid population growth can amplify the number of challenges facing a country, such as in ..."
645,1 June 2010,Global Agenda Council on Food Security 2012-2014,"The global economic crisis has exacerbated food insecurity, leaving 870 million people in hunger. Shortfalls and volatility in global food supplies and prices are likely to intensify due ..."
646,1 June 2010,Global Agenda Council on Organized Crime 2012-2014,"Football, banking secrecy and endangered species were the most high-profile victims of organized crime in 2012-2013. News of the break-up of a scheme that rigged football matches in Europ..."
647,1 June 2010,Global Agenda Council on New Energy Architecture 2012-2014,"A global energy transition is under way, but progress is slow, incremental and varies widely according to geography. History has shown that energy transition is not an abrupt change but o..."
648,1 June 2010,Global Agenda Council on the Role of Business 2012-2014,"The global landscape for business has changed dramatically in recent decades; just as the impact of companies on society and the environment has increased, so have company responsibilitie..."
649,1 June 2010,Global Agenda Council on New Growth Models 2012-2014,"Adapting growth models to achieve widely shared economic and social goals is of great concern and interest to a wide range of audiences: leaders in politics and policy, business, academia..."
650,1 June 2010,Global Agenda Council on the International Monetary System 2012-2014,"As a result of the continuing fallout from the financial crisis, the global macroeconomic system still faces a number of challenges: slow or declining economic growth; exchange-rate volat..."
651,1 June 2010,Global Agenda Council on Responsible Mineral Resources Management 2012-2014,The development of mineral resources is a key driver of global economic growth and provides unparalleled opportunities for resource-rich countries. The importance of creating a responsibl...
652,1 June 2010,Global Agenda Council on Sustainable Consumption 2012-2014,"A clear gap exists between the intentions and actions of consumers regarding sustainability. When consumers are surveyed around the world, 72% say they are willing to buy green products, ..."
653,1 June 2010,Global Agenda Council on the Future of Media 2012-2014,"The media, entertainment and information industry has long played a role in informing, educating and entertaining consumers and citizens. Recently, new technologies and changes in consump..."
654,1 June 2010,Global Agenda Council on Social Media 2012-2014,"Social media is changing rapidly. New companies, tools and apps appear all the time, with varying degrees of success. Many are now offshoots of or mergers with established platforms. The ..."
655,1 June 2010,Global Agenda Council on Social Security Systems 2012-2014,"Social security systems worldwide must adapt to demographic shifts, economic cycles and evolving fiscal policies, among other issues. Many countries with growing numbers of older people a..."
656,1 June 2010,Global Agenda Council on South-East Asia 2012-2014,"South-East Asia has shown remarkable recovery since the global economic crisis of 2008 — the region’s economy is projected to grow by an average of 5.5% per year between 2013 and 2017, ac..."
657,1 June 2010,Global Agenda Council on Migration 2012-2014,More than 400 million people worldwide are considered migrants. US President Barak Obama’s announcement that in his second term he would seek immigration reform revived debate on managing...
658,1 June 2010,Global Agenda Council on Energy Security 2012-2014,"Energy security is the reliable, stable and sustainable supply of energy at affordable prices and social costs. Exploring and implementing long-term sustainable solutions in this complex ..."
659,1 June 2010,Global Agenda Council on Emerging Technologies 2012-2014,"New technology is arriving faster than ever and holds the promise of solving many of the world’s most pressing challenges related issues such as food and water security, energy sustainabi..."
660,1 June 2010,Global Agenda Council on Europe 2012-2014,"Since the start of the financial crisis, the world’s media have helped reinforce a negative view of Europe’s economy. Their coverage has often focused on the near-fragility of the euro, b..."
661,1 June 2010,Global Agenda Council on Measuring Sustainability 2012-2014,"The global sustainability landscape has become increasingly complex, particularly as a greater dependency on resources for economic growth puts the planet under constant pressure. Accordi..."
662,1 June 2010,Global Agenda Council on Russia 2012-2014,"Having quickly recovered from the global financial crisis, Russia has consolidated its position among the BRIC nations (Brazil, Russia, India and China). The country’s ambition has always..."
663,1 June 2010,Global Agenda Council on New Models of Leadership 2012-2014,"A profound shift is taking place in the context of leadership and what it takes to flourish as a leader. The change is driven by significant demographic and societal transformation, funda..."
664,1 June 2010,Global Agenda Council on Informed Societies 2012-2014,"A healthy democracy requires an informed citizenry, or so the theory goes. This argument assumes that citizens receive impartial and objective information, delivered via a free and divers..."
665,1 June 2010,Global Agenda Council on Fragile States 2012-2014,"Some 1.5 billion people in an estimated 40 countries live marked by persistent vulnerability and fragility. Variously referred to as “fragile and conflict-affected countries”, these are c..."
666,1 June 2010,Global Agenda Council on Fostering Entrepreneurship 2012-2014,"Entrepreneurship is being nurtured worldwide. The roles of the public and private sectors, and the effectiveness and timeframes of different schemes are still being debated, but there is ..."
667,1 June 2010,Global Agenda Council on Fiscal Sustainability 2012-2014,"In the aftermath of fiscal shocks threatening the economic stability of the Eurozone, there is an increasing convergence of opinion about the necessity to establish a fiscal union in addi..."
668,1 June 2010,Global Agenda Council on Digital Health 2012-2014,"The transformational power of information and communication technologies (ICTs) drives digital health, much the way it does other industries such as banking and retail. However, it is onl..."
669,1 June 2010,Global Agenda Council on India 2012-2014,"Two decades since the Indian economy started to liberalize, which led to unparalleled growth, the country is facing new challenges. Growth has slowed, inflation is on the rise, voters are..."
670,1 June 2010,Global Agenda Council on Africa 2012-2014,Africa’s narrative is changing from a continent in need of aid to a place of opportunity for growth and prosperity. Many African countries are now seeking emerging-economy status within t...
671,1 June 2010,Global Agenda Council on Ageing 2012-2014,"Over the next four decades, the rapid ageing of populations will be one of the most powerful transformative forces in society. Although this demographic shift first started in developed e..."
672,1 June 2010,Global Agenda Council on the Future of the Internet 2012-2014,"Awareness concerning the impact of the Internet on a range of areas, including consumer rights, human rights, business models and political security is increasing. The number of devices t..."
673,1 June 2010,Global Agenda Council on Terrorism 2012-2014,"With the capture of Osama bin Laden and the winding down of the wars of 9/11, the field of terrorism is facing an important new inflection point. Policy-makers and scholars are debating w..."
674,1 June 2010,Global Agenda Council on Catastrophic Risks 2012-2014,"Potential catastrophic risks, from the potential for global pandemics of the Coronavirus from Saudi Arabia or the H7N9 avian flu virus from China to the recent financial crisis, seem alwa..."
675,1 June 2010,Global Agenda Council on the Global Financial System 2012-2014,"In a recent report, the International Monetary Fund (IMF) has warned that new risks to global financial stability are already emerging before many of the vulnerabilities created by the fi..."
676,1 June 2010,Global Agenda Council on Data-Driven Development 2012-2014,"Humanity has been transformed by networks that combine people and computers in new ways. This transformation has affected the world’s economies, the way business is conducted and societie..."
677,1 June 2010,Global Agenda Council on Competitiveness 2012-2014,"Competitive economies have in place factors, policies and institutions that ensure higher levels of productivity which, in turn, ensure rising prosperity. The importance of competitivenes..."
678,1 June 2010,Global Agenda Council on the Arab World 2012-2014,"The Arab world is experiencing a period of unprecedented change that will shape the future economic, social and governance systems of the region, in a time when long-standing relationship..."
679,1 June 2010,Global Agenda Council on China 2012-2014,"China’s economy continues its rise, driven by growing imports, a substantial trade deficit and government-led investment. Outbound investment has not been a significant part of this equat..."
680,1 June 2010,Global Agenda Council on the Role of Faith 2012-2014,"The religious landscape has shifted over the past decades. Evidence shows that in some societies the role of faith is fading, with an increasing number of people having no religious affil..."
681,1 June 2010,Global Agenda Council on the Rule of Law 2012-2014,"This year, the rule of law made its appearance on the global agenda as not only a human rights issue but also a business and global governance issue – it is a truly multistakeholder conce..."
682,1 June 2010,Global Agenda Council on the United States 2012-2014,"In the second half of the 20th century, the United States and its allies sought to uphold global order, provide strategic political leadership and military strength, and underwrite stabil..."
683,1 June 2010,Global Agenda Council on Complex Systems 2012-2014,Complexity is not so much a subject of research as a new way of looking at phenomena. It is inherently interdisciplinary in that it takes its problems from the real world and its concepts...
684,1 June 2010,Global Agenda Council on Biotechnology 2012-2014,"In recent years, research combining chemistry and biology has driven valuable discoveries for human health, energy and agriculture. The application of science and technology to living org..."
685,1 June 2010,Global Agenda Council on Oceans 2012-2014,Oceans offer great opportunity for economic growth and development and support the very existence of humanity through oxygen provision and climate regulation. Awareness of potential ocean...
686,1 June 2010,Global Agenda Council on Governance for Sustainability 2012-2014,"The global environmental landscape has become increasingly complex, particularly as a greater dependency on resources for economic growth exerts constant pressure. Studies suggest that ov..."
687,1 June 2010,Global Agenda Council on Human Rights 2012-2014,"At a time of immense global economic and social challenges, the potential for business activity to have an impact on human rights has come into clear focus. Acknowledgement of the need fo..."
688,1 June 2010,Global Agenda Council on Climate Change 2012-2014,"A growing consensus is emerging among the scientific and business communities that weather and climate extremes are on the increase, and that climate change precipitated a number of recen..."
689,1 June 2010,Global Agenda Council on Space Security 2012-2014,"From North Korea’s satellite launch to the shocking meteor impact in Russia, space was in the news as a very public source of risk in the past year. But there was great progress, too. A p..."
690,1 June 2010,Global Agenda Council on Illicit Trade 2012-2014,"In an era of unprecedented openness in commerce, travel, communication and finance, illicit trade has reached macroeconomic proportions, with goods being manufactured on one continent, tr..."
691,1 June 2010,Global Agenda Council on Women’s Empowerment 2012-2014,Countries that invest in girls and integrate women into the workforce tend to be more competitive. Thus many governments are considering or already implementing policies to promote opport...
692,1 June 2010,Global Agenda Council on the Future of Government 2012-2014,"The digital revolution is transforming politics and the nature of government. From education improvement and tax collection to better healthcare systems and job creation, technology is pu..."
693,1 June 2010,Global Agenda Council on Institutional Governance Systems 2012-2014,International organizations are essential yet polarizing actors in today’s multidimensional and multistakeholder world. Their missions range from improving global health to defining trade...
694,1 June 2010,Global Agenda Council on Women’s Empowerment 2012-2014,Countries that invest in girls and integrate women into the workforce tend to be more competitive. Thus many governments are considering or already implementing policies to promote opport...
695,1 June 2010,Global Agenda Council on Youth Unemployment 2012-2014,"The global unemployment rate among 15- to 24-year-olds is estimated at 12.6% in 2013, with 73 million people jobless worldwide, according to the International Labour Organization. Levels ..."
696,1 June 2010,Global Agenda Council on Humanitarian Assistance - Perspectives,Read the perspectives of experts who are members of the World Economic Forum\'s Global Agenda Council on Humanitarian Assistance 2010 on ways to improve the response to disasters. 
697,1 June 2010,Global Agenda Council on Long-term Investing 2012-2014,"Many governments have started looking to institutional investors, such as pension funds and sovereign funds, to finance infrastructure. While some long-term investors have capital to inve..."
698,1 June 2010,Global Agenda Council on the Arctic 2012-2014,"The Arctic sea ice is melting. Perhaps the place where the effects of climate change are most evident, each summer holds less and less ice over the years – although it always returns in w..."
699,1 June 2010,Global Agenda Council on the Future of Universities 2012-2014,"Higher education and research face the pressure of globalization, competition and commercialization. The rising cost of higher education in the western world, combined with increasing str..."
700,1 June 2010,Global Agenda Council on New Economic Thinking 2012-2014,"Recent financial crises reveal how little is understood about the interconnectedness of macroeconomic policies, financial markets and risks. The Global Agenda Council on New Economic Thin..."
701,1 June 2010,Global Agenda Council on Employment 2012-2014,The world faces a serious jobs crisis. Unemployment is set to rise in 2013 in a number of countries and more than 200 million people will be without work. More than two in five of the job...
702,1 June 2010,Global Agenda Council on Japan 2012-2014,Japan is going through a period of transition. Prime Minister Shinzo Abe took office for the second time in December 2012 and committed to bring about change to the country. Japan is stru...
703,1 June 2010,Global Agenda Council on Korea 2012-2014,"Building on its success in achieving remarkable growth over past decades, South Korea is seeking to maintain its economic vibrancy and competitive edge. While the country has gained world..."
704,1 June 2010,Global Agenda Council on Values 2012-2014,"Despite worldwide hyperconnectivity, widespread conflicts continue. The challenges of connecting with others of different opinions, values, beliefs, faiths and cultures are growing. Moreo..."
705,1 June 2010,Global Agenda Council on Personal Transportation Systems 2012-2014,"Ever since Henry Ford invented industrial manufacturing, the automobile has been the prime mode of personal transportation. Governments around the world have invested heavily in building ..."
706,1 June 2010,Global Agenda Council on Emerging Multinationals 2012-2014,The growth of emerging multinationals is redefining the global socio-economic landscape. Developing markets accounted for 60% of incremental world GDP between 2000 and 2010. Over the next...
707,1 June 2010,Global Agenda Council on Urbanization 2012-2014,"The growth of cities and unprecedented rural-to-urban migration throughout Asia, Latin America and parts of Africa are frequently cited as defining global trends of the 21st century. Whil..."
708,1 June 2010,Global Agenda Council on Ukraine 2012-2014,Ukraine’s economy has suffered significantly during the global financial crisis; its GDP has shrunk by almost 15%. The crisis has exposed Ukraine’s dependency on heavy industries and the ...
709,1 June 2010,Global Agenda Council on Water Security 2012-2014,Scientists at the 2013 Annual Meeting of the American Association for the Advancement of Science suggest that by 2030 people will withdraw more than 40% more freshwater from available sou...
710,1 June 2010,Global Agenda Council on Infrastructure 2012-2014,"Infrastructure projects – including ports, pipelines, hospitals, highways, and water, sewage and phone systems – provide the bedrock of national prosperity and well-being. They facilitate..."
711,20 May 2010,World Economic Forum on Europe 2010,"The World Economic Forum on Europe in Brussels on 10-11 May 2010 gathered over 400 leaders from more than 36 countries, representing business, government, academia, civil society and media."
712,10 May 2010,World Economic Forum on Africa 2010,"The World Economic Forum celebrated 20 years of partnership and engagement in Africa with a successful meeting in Dar es Salaam, Tanzania."
713,10 April 2010,World Economic Forum on Latin America 2010,"With the resolute support of the Government of Colombia, the 2010 World Economic Forum on Latin America in Cartagena welcomed 550 global and regional leaders to construct “New Partnership..."
714,11 March 2010,Energy Vision Update 2010: Towards a More Energy Efficient World,"The report explores the importance of energy efficiency to meet the world’s growing energy demands. Written in partnership with IHS Cambridge Energy Research Associates, the report argues..."
715,24 February 2010,Innovations in Corporate Global Citizenship: Responding to the Haiti Earthquake,The unparalleled disaster in Haiti required an unprecedented response. In the following report we present examples of corporate global citizenship in Haiti following the tragic earthquake...
716,30 January 2010,World Economic Forum Annual Meeting 2010,Discussions at the Annual Meeting in Davos were driven by the realization that assumptions about the future are changing at every level of global society. But will they lead us to better ...
717,26 January 2010,List of Active Young Global Leaders -  January 2010,
718,26 January 2010,The Future of the Global Financial System - Navigating the Challenges Ahead,This report explores the forces that shape the financial services landscape in the near term and provides stakeholders with tools to approach two of the most pressing challenges of the po...
719,24 January 2010,"Innovative Water Partnerships: Experiences, Lessons Learned and Proposed Way Forward","Since 2006, the World Economic Forum’s Water Initiative has pursued a Water Partnership Projects workstream in India, Southern Africa and, more recently in Jordan. This publication provid..."
720,20 January 2010,Redesigning Business Value: A Roadmap for Sustainable Consumption,Towards a long-term vision for sustainable consumption
721,20 January 2010,Green Investing 2010: Policy Mechanisms to Bridge the Financing Gap,"The Green Investing project, which was mandated by the Forum’s Investor community at the World Economic Forum Annual Meeting in Davos-Klosters in January 2008, was set up to explore ways ..."
722,18 January 2010,Global Risk Report 2010 (Japanese),
723,15 January 2010,Biodiversity and Business Risk: A Global Risks Network briefing,
724,15 January 2010,Global Risk Report 2010 (Chinese),
725,14 January 2010,Global Risks 2010,The long shadow of the financial crisis
726,11 January 2010,A New Private-Public Partnership Model for Disaster Response,Engineering &amp; Construction Disaster Resource Partnership
727,4 January 2010,Industry Partnership for Consumer Industries,"The Consumer Industries community develops multistakeholder projects on themes such as sustainability, agriculture, health and water security. Over the year, Partners contribute to a broa..."
728,2 December 2009,Governments as shareholders: navigating the challenges of newly held interests in financial institutions,"This working paper, written in collaboration with Oliver Wyman, discusses the issue of managing and resolving governments’ newly acquired equity interests in financial institutions. With ..."
729,1 December 2009,The Global Economic Impact of Private Equity Report 2010  Globalization of Alternative Investments: Working Papers Vol. 3,"This year’s effort examines two very different topics: the impact of private equity on industry performance and cyclicality, and the record of governments as venture capital investors. Th..."
730,20 November 2009,SlimCity Facilitation Guide,"The SlimCity Knowledge Cards were produced by the Foresight, Incubation and Innovation Group at Arup, a global firm of consultant engineers, in collaboration with the World Economic Forum..."
731,20 November 2009,SlimCity: A Cross-Industry Public-Private Initiative on Urban Sustainability,SlimCity is a World Economic Forum Industry Partnership initiative that provides a risk-free marketplace for cities and the private sector to exchange best practices and deliver resource ...
732,15 November 2009,India Economic Summit 2009,"India was one of the few economies to post positive GDP growth above 5% in 2009. With its vast domestic market, comparatively less export dependency and relative macroeconomic stability, ..."
733,3 October 2009,Taskforce on Low-Carbon Prosperity: Recommendations,The Forum engaged 80 Industry Partners in this taskforce
734,15 September 2009,Annual Meeting of the New Champions 2009,"One year after the global financial crisis, and in the midst of the “Great Recession”, a community of over 1,000 leaders representing more than 80 countries focused their attention on how..."
735,30 June 2009,Transforming Pensions and Healthcare in a Rapidly Ageing World: Opportunities and Collaborative Strategies,"Based on the output of the Scenarios in 2030, this report highlights 11 options to better cater for the changing retirement and healthcare expectations, especially in the current time whe..."
736,20 June 2009,World Economic Forum on East Asia 2009,Leaders from over 35 different countries examined how Asia can play its part in pulling the world out of recession and charting a course of peace and prosperity for the international comm...
737,17 June 2009,Driving Sustainable Consumption Consumer Engagement,This briefing document outlines the opportunities and challenges associated with encouraging consumer engagement as related to sustainability and as a key dimension of the value propositi...
738,15 June 2009,World Economic Forum on Africa 2009,The outcomes of the meeting were particularly relevant at a critical juncture when world leaders assessed the implications of the global economic crisis and the resulting challenges and o...
739,10 June 2009,The Africa Competitiveness Report 2009,"African businesses can become far more competitive, but African governments and their international partners will need to improve access to finance, resist pressure to erect trade barrier..."
740,1 June 2009,The Global Gender Gap Report 2008,"We hope that this Report will lead to greater awareness of the challenges and opportunities, in addition to serving as a catalyst for change in both high and low-ranking countries, by rev..."
741,20 April 2009,World Economic Forum on Latin America 2009,"Participants agreed that the fundamentals of the new cycle should be based on a solid international financial architecture, sound educational opportunities, clean technologies, sustainabl..."
742,4 March 2009,The Global Competitiveness Report 2009-2010,The 2009-2010 Global Competitiveness Report is published against the backdrop of the deepest global economic slowdown in generations.What began as a financial cri- sis in a handful of ind...
743,30 January 2009,World Economic Forum Annual Meeting 2009,There is a growing consensus that we are experiencing a transformational economic crisis – one that is on course to fundamentally change globalization well beyond the domain of internatio...
744,20 January 2009,Sustainability for Tomorrow’s Consumer,Companies that take the lead on sustainability will be market makers rather than market takers. By showing the consumer that there is no need to sacrifice price and quality for sustainabi...
745,20 January 2009,Sustainability for Tomorrow’s Consumer,Companies that take the lead on sustainability will be market makers rather than market takers. By showing the consumer that there is no need to sacrifice price and quality for sustainabi...
746,20 January 2009,Taskforce on Low-Carbon Prosperity: Summary of Recommendations,Recommendations from six multistakeholder working groups set up to examine how the transition to a low-carbon growth could be accelerated in key areas.
747,20 January 2009,The Next Billions: Business Strategies to Enhance Food Value Chains and Empower the Poor,"This report focuses on business models along the food value chain - from agricultural production through food processing, retailing and consumption – outlining innovative strategies compa..."
748,15 January 2009,The Future of the Global Financial System: A Near-Term Outlook and Long-Term Scenarios,"As the effects of the financial crisis continue to unfold, the world faces serious challenges to the functioning of both capital markets and the global economy. With aggregate demand fall..."
